sigma_y,repeat,target,group,n_all,n_censored,observed_quantile,coverage_at_gpr_week,method
0.005,11,95,1,76,0,20.2857142857,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,95,2,102,2,19.4285714286,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,95,3,89,3,22,0.932584269663,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,99,2,134,2,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,99,3,70,3,inf,0.957142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,50,2,62,2,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,50,3,140,6,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,75,2,89,3,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,75,3,95,4,15.5714285714,0.684210526316,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,90,1,139,2,16.4285714286,0.870503597122,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,90,2,61,3,15.1428571429,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,90,3,67,3,23.1428571429,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,95,1,76,1,23.1428571429,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,95,2,102,3,20.1428571429,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,95,3,89,4,26.4285714286,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,99,1,63,0,26.1428571429,0.952380952381,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,99,2,134,5,inf,0.932835820896,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,12,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,50,3,140,6,13,0.185714285714,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,75,2,89,2,13.4285714286,0.674157303371,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,75,3,95,4,16.1428571429,0.684210526316,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,90,1,139,1,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,90,2,61,3,16.5714285714,0.819672131148,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,90,3,67,3,22,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,95,2,102,2,20.1428571429,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,95,3,89,4,24,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,99,2,134,4,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,13,99,3,70,3,inf,0.957142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,50,2,62,2,12.5714285714,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,50,3,140,5,13.1428571429,0.185714285714,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,75,2,89,3,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,75,3,95,3,16,0.684210526316,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,90,1,139,2,16.4285714286,0.870503597122,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,90,2,61,2,16.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,90,3,67,3,20.8571428571,0.850746268657,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,95,1,76,1,21.2857142857,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,95,2,102,3,20.1428571429,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,95,3,89,3,23.4285714286,0.921348314607,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,99,2,134,4,inf,0.917910447761,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,14,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,50,1,65,0,12.7142857143,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,50,2,62,2,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,50,3,140,7,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,75,2,89,3,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,75,3,95,5,16,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,90,1,139,2,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,90,2,61,3,16.5714285714,0.83606557377,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,90,3,67,4,20.8571428571,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,95,1,76,1,21.2857142857,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,95,2,102,3,20.5714285714,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,95,3,89,5,inf,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,99,2,134,5,inf,0.917910447761,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,15,99,3,70,4,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,50,3,140,6,13,0.207142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,75,2,89,2,13.4285714286,0.674157303371,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,75,3,95,4,13.8571428571,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,90,1,139,1,16.2857142857,0.870503597122,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,90,2,61,2,16,0.83606557377,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,90,3,67,4,22,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,95,1,76,1,20.2857142857,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,95,2,102,2,20.1428571429,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,95,3,89,4,26.4285714286,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,99,1,63,0,21.2857142857,1,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,99,2,134,3,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,16,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,50,1,65,0,12.7142857143,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,50,3,140,3,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,75,2,89,1,13.7142857143,0.640449438202,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,75,3,95,2,13.8571428571,0.736842105263,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,90,1,139,1,16.7142857143,0.856115107914,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,90,2,61,1,16.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,90,3,67,2,20.8571428571,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,95,1,76,1,21.2857142857,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,95,2,102,1,20,0.892156862745,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,95,3,89,2,23.4285714286,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,99,2,134,2,inf,0.917910447761,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,17,99,3,70,2,inf,0.957142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,50,1,65,0,13,0.0461538461538,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,50,2,62,0,12.7142857143,0.145161290323,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,50,3,140,5,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,75,1,83,0,13.8571428571,0.55421686747,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,75,2,89,2,13.4285714286,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,75,3,95,3,13.8571428571,0.747368421053,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,90,1,139,0,16.4285714286,0.863309352518,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,90,2,61,2,16.2857142857,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,90,3,67,3,20.8571428571,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,95,1,76,0,20.8571428571,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,95,2,102,2,17.8571428571,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,95,3,89,3,24,0.921348314607,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,99,2,134,2,inf,0.955223880597,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,18,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,50,1,65,0,12.7142857143,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,50,2,62,0,12.7142857143,0.145161290323,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,50,3,140,6,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,75,1,83,0,13.7142857143,0.590361445783,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,75,2,89,2,13.4285714286,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,75,3,95,4,13.8571428571,0.736842105263,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,90,1,139,0,16.4285714286,0.870503597122,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,90,2,61,2,15.1428571429,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,90,3,67,4,20.8571428571,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,95,1,76,0,20.2857142857,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,95,2,102,2,17.8571428571,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,95,3,89,4,24,0.921348314607,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,99,2,134,2,inf,0.94776119403,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,19,99,3,70,4,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,50,3,140,5,13,0.185714285714,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,75,2,89,1,13.7142857143,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,75,3,95,4,15.1428571429,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,90,1,139,1,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,90,2,61,2,18.8571428571,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,90,3,67,3,23.1428571429,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,95,1,76,1,20.8571428571,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,95,2,102,1,20.7142857143,0.872549019608,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,95,3,89,4,24,0.876404494382,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,99,2,134,3,inf,0.902985074627,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,20,99,3,70,3,inf,0.957142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,50,1,65,0,12.8571428571,0.0461538461538,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,50,2,62,2,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,50,3,140,5,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,75,2,89,3,13.7142857143,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,75,3,95,3,13.8571428571,0.726315789474,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,90,1,139,2,16.4285714286,0.863309352518,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,90,2,61,2,16.5714285714,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,90,3,67,3,22,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,95,1,76,1,21.2857142857,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,95,2,102,3,20.5714285714,0.882352941176,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,95,3,89,3,24,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,99,2,134,4,inf,0.917910447761,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,21,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,50,2,62,2,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,50,3,140,8,13,0.207142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,75,2,89,3,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,75,3,95,6,13.8571428571,0.726315789474,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,90,1,139,2,16.4285714286,0.856115107914,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,90,2,61,3,16.2857142857,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,90,3,67,5,23.4285714286,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,95,2,102,3,20.1428571429,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,95,3,89,6,inf,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,99,2,134,5,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,22,99,3,70,5,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,50,2,62,0,12.7142857143,0.145161290323,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,50,3,140,7,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,75,1,83,0,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,75,2,89,2,13.7142857143,0.640449438202,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,75,3,95,5,13.8571428571,0.726315789474,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,90,1,139,0,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,90,2,61,2,16.5714285714,0.819672131148,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,90,3,67,5,22,0.850746268657,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,95,1,76,0,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,95,2,102,2,20.1428571429,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,95,3,89,5,inf,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,99,2,134,2,inf,0.932835820896,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,23,99,3,70,5,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,50,3,140,7,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,75,1,83,1,13.5714285714,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,75,2,89,2,13.4285714286,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,75,3,95,5,13.8571428571,0.726315789474,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,90,1,139,1,16.2857142857,0.884892086331,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,90,2,61,2,19.1428571429,0.83606557377,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,90,3,67,5,22,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,95,1,76,1,20.2857142857,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,95,2,102,2,20.5714285714,0.892156862745,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,95,3,89,5,inf,0.921348314607,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,99,1,63,0,21.2857142857,1,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,99,2,134,3,inf,0.910447761194,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,24,99,3,70,5,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,25,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,25,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,25,50,3,140,6,13,0.207142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,25,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,25,75,2,89,2,13.4285714286,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
