sigma_y,repeat,target,group,n_all,n_censored,observed_quantile,coverage_at_gpr_week,method
0.005,56,75,2,89,2,13.2857142857,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,56,75,3,95,4,15.1428571429,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,56,90,1,139,0,16.2857142857,0.884892086331,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,56,90,2,61,2,16.2857142857,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,56,90,3,67,4,22,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,56,95,1,76,0,21.2857142857,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,56,95,2,102,2,19.4285714286,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,56,95,3,89,4,26.4285714286,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,56,99,1,63,0,26.1428571429,0.952380952381,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,56,99,2,134,2,inf,0.94776119403,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,56,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,50,3,140,6,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,75,2,89,2,13.4285714286,0.674157303371,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,75,3,95,4,16,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,90,1,139,1,16.4285714286,0.856115107914,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,90,2,61,3,15.1428571429,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,90,3,67,3,22,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,95,1,76,1,20.2857142857,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,95,2,102,2,17.8571428571,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,95,3,89,4,26.4285714286,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,99,1,63,0,24.5714285714,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,99,2,134,4,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,57,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,50,1,65,0,12.8571428571,0.0461538461538,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,50,3,140,5,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,75,2,89,2,13.4285714286,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,75,3,95,3,15.1428571429,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,90,1,139,1,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,90,2,61,2,15.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,90,3,67,3,22,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,95,1,76,1,21.2857142857,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,95,2,102,2,17,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,95,3,89,3,24,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,99,2,134,3,inf,0.94776119403,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,58,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,50,3,140,6,13.1428571429,0.178571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,75,2,89,2,13.7142857143,0.640449438202,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,75,3,95,4,15.5714285714,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,90,1,139,1,16.4285714286,0.863309352518,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,90,2,61,2,16.5714285714,0.83606557377,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,90,3,67,4,20.8571428571,0.850746268657,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,95,2,102,2,19.5714285714,0.901960784314,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,95,3,89,4,24,0.921348314607,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,99,2,134,3,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,59,99,3,70,4,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,50,2,62,2,12.5714285714,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,50,3,140,5,13.1428571429,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,75,2,89,3,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,75,3,95,3,13.8571428571,0.726315789474,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,90,1,139,2,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,90,2,61,2,16.5714285714,0.819672131148,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,90,3,67,3,20.8571428571,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,95,2,102,3,18.8571428571,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,95,3,89,3,24,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,99,2,134,4,inf,0.932835820896,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,60,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,50,1,65,0,12.7142857143,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,50,2,62,2,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,50,3,140,5,13,0.207142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,75,1,83,1,13.7142857143,0.590361445783,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,75,2,89,3,13.4285714286,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,75,3,95,3,13.8571428571,0.726315789474,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,90,1,139,2,16.4285714286,0.870503597122,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,90,2,61,2,15.5714285714,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,90,3,67,3,23.4285714286,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,95,2,102,3,20.5714285714,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,95,3,89,3,24,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,99,2,134,4,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,61,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,50,2,62,2,12.5714285714,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,50,3,140,5,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,75,1,83,1,13.7142857143,0.55421686747,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,75,2,89,3,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,75,3,95,3,16,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,90,1,139,2,16.4285714286,0.863309352518,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,90,2,61,3,15.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,90,3,67,2,23.1428571429,0.791044776119,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,95,2,102,3,20.5714285714,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,95,3,89,3,24,0.876404494382,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,99,2,134,5,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,62,99,3,70,2,inf,0.971428571429,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,50,2,62,1,12.5714285714,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,50,3,140,4,13,0.207142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,75,2,89,2,13.1428571429,0.719101123596,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,75,3,95,2,13.8571428571,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,90,1,139,1,16.2857142857,0.884892086331,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,90,2,61,2,15.1428571429,0.885245901639,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,90,3,67,2,21.1428571429,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,95,1,76,1,21.2857142857,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,95,2,102,2,16.5714285714,0.941176470588,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,95,3,89,2,23.4285714286,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,99,2,134,3,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,63,99,3,70,2,inf,0.971428571429,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,50,1,65,0,12.7142857143,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,50,2,62,0,12.7142857143,0.145161290323,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,50,3,140,7,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,75,1,83,0,13.5714285714,0.602409638554,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,75,2,89,2,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,75,3,95,5,13.8571428571,0.726315789474,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,90,1,139,0,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,90,2,61,2,16.2857142857,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,90,3,67,5,22,0.850746268657,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,95,1,76,0,20.2857142857,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,95,2,102,2,20.5714285714,0.901960784314,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,95,3,89,5,inf,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,99,1,63,0,23.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,99,2,134,2,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,64,99,3,70,5,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,50,2,62,2,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,50,3,140,6,13.1428571429,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,75,2,89,3,13.7142857143,0.61797752809,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,75,3,95,4,15.7142857143,0.684210526316,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,90,1,139,2,16.7142857143,0.856115107914,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,90,2,61,2,19.1428571429,0.819672131148,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,90,3,67,4,23.1428571429,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,95,1,76,1,21.2857142857,0.881578947368,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,95,2,102,3,21.4285714286,0.892156862745,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,95,3,89,4,26.4285714286,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,99,2,134,4,inf,0.910447761194,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,65,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,50,2,62,2,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,50,3,140,5,13.1428571429,0.207142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,75,2,89,3,13.4285714286,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,75,3,95,3,15.1428571429,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,90,1,139,2,16.4285714286,0.863309352518,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,90,2,61,2,16.5714285714,0.83606557377,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,90,3,67,3,20.8571428571,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,95,1,76,1,20.8571428571,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,95,2,102,3,20.1428571429,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,95,3,89,3,24,0.921348314607,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,99,2,134,4,inf,0.932835820896,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,66,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,50,3,140,5,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,75,2,89,2,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,75,3,95,3,16,0.673684210526,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,90,1,139,1,16.4285714286,0.863309352518,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,90,2,61,2,16.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,90,3,67,3,23.1428571429,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,95,1,76,1,21.2857142857,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,95,2,102,2,20.1428571429,0.901960784314,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,95,3,89,3,24,0.865168539326,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,99,2,134,3,inf,0.917910447761,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,67,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,50,2,62,1,12.7142857143,0.145161290323,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,50,3,140,6,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,75,1,83,1,13.5714285714,0.590361445783,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,75,2,89,2,13.5714285714,0.640449438202,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,75,3,95,4,16,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,90,1,139,1,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,90,2,61,3,16.5714285714,0.885245901639,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,90,3,67,3,22,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,95,1,76,1,23.1428571429,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,95,2,102,2,19.2857142857,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,95,3,89,4,26.4285714286,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,99,1,63,0,26.1428571429,0.952380952381,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,99,2,134,4,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,68,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,50,1,65,0,12.8571428571,0.0461538461538,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,50,3,140,5,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,75,1,83,1,13.7142857143,0.55421686747,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,75,2,89,2,13.2857142857,0.696629213483,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,75,3,95,3,15.2857142857,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,90,1,139,1,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,90,2,61,2,16,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,90,3,67,3,20.8571428571,0.850746268657,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,95,1,76,1,21.2857142857,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,95,2,102,2,16.4285714286,0.950980392157,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,95,3,89,3,23.7142857143,0.921348314607,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,99,2,134,3,inf,0.955223880597,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,69,99,3,70,3,inf,0.957142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,50,2,62,1,12.7142857143,0.112903225806,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,50,3,140,6,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,75,2,89,2,13.7142857143,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,75,3,95,4,13.8571428571,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,90,1,139,1,16.5714285714,0.856115107914,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,90,2,61,2,16.5714285714,0.83606557377,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,90,3,67,4,22,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,95,2,102,2,20.1428571429,0.892156862745,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,95,3,89,4,24,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,99,2,134,3,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,70,99,3,70,4,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,50,2,62,2,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,50,3,140,6,13.1428571429,0.185714285714,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,75,1,83,1,13.5714285714,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,75,2,89,3,13.7142857143,0.61797752809,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,75,3,95,4,16,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,90,1,139,2,17.8571428571,0.863309352518,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,90,2,61,3,16.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,90,3,67,3,22,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,95,1,76,1,21.2857142857,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,95,2,102,3,20.5714285714,0.862745098039,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,95,3,89,4,26.4285714286,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,99,2,134,5,inf,0.902985074627,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,71,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,50,1,65,0,12.7142857143,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,50,2,62,1,12.5714285714,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,50,3,140,5,13,0.207142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,75,1,83,1,13.5714285714,0.590361445783,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,75,2,89,2,13.2857142857,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,75,3,95,3,16,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,90,1,139,1,16.1428571429,0.89928057554,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,90,2,61,2,16.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,90,3,67,3,20.8571428571,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,95,2,102,2,20.1428571429,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,95,3,89,3,23.1428571429,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,99,2,134,3,inf,0.917910447761,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,72,99,3,70,3,inf,0.957142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,50,1,65,0,12.7142857143,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,50,3,140,8,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,75,2,89,2,13.4285714286,0.674157303371,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,75,3,95,6,15.5714285714,0.673684210526,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,90,1,139,1,19.4285714286,0.863309352518,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,90,2,61,2,16.2857142857,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,90,3,67,6,24,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,95,1,76,1,23.1428571429,0.881578947368,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,95,2,102,2,20.1428571429,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,95,3,89,6,inf,0.876404494382,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,99,1,63,0,26.1428571429,0.952380952381,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,99,2,134,3,inf,0.917910447761,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,73,99,3,70,6,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,74,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,74,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,74,50,3,140,6,13,0.178571428571,固定BMI边界；扰动实测Y；未重拟合GPR
