类别,校验项,数值,单位,结论
参数选择,2025-10-19当日参数,短窗集中,历史验证28天,滚动实际总费=1020561.106201元
参数选择,2025-10-20当日参数,短窗集中,历史验证28天,滚动实际总费=1023493.385377元
参数选择,2025-10-21当日参数,短窗集中,历史验证28天,滚动实际总费=1029961.130050元
参数选择,2025-10-22当日参数,短窗集中,历史验证28天,滚动实际总费=1030179.783580元
参数选择,2025-10-23当日参数,短窗集中,历史验证28天,滚动实际总费=1032522.297235元
参数选择,2025-10-24当日参数,短窗集中,历史验证28天,滚动实际总费=1034091.970683元
参数选择,2025-10-25当日参数,短窗集中,历史验证28天,滚动实际总费=1037207.373414元
参数选择,2025-10-26当日参数,短窗集中,历史验证28天,滚动实际总费=1032666.050045元
参数选择,2025-10-27当日参数,短窗集中,历史验证28天,滚动实际总费=1032313.093843元
参数选择,2025-10-28当日参数,短窗集中,历史验证28天,滚动实际总费=1035281.410694元
参数选择,2025-10-29当日参数,短窗集中,历史验证28天,滚动实际总费=1033087.522197元
参数选择,2025-10-30当日参数,短窗集中,历史验证28天,滚动实际总费=1041206.086384元
参数选择,2025-10-31当日参数,短窗集中,历史验证28天,滚动实际总费=1041582.116859元
参数选择,2025-11-01当日参数,短窗集中,历史验证28天,滚动实际总费=1043204.355296元
参数选择,2025-11-02当日参数,短窗集中,历史验证28天,滚动实际总费=1040094.667697元
参数选择,2025-11-03当日参数,短窗集中,历史验证28天,滚动实际总费=1043993.102007元
参数选择,2025-11-04当日参数,短窗集中,历史验证28天,滚动实际总费=1048605.276316元
参数选择,2025-11-05当日参数,短窗集中,历史验证28天,滚动实际总费=1053108.928928元
参数选择,2025-11-06当日参数,短窗集中,历史验证28天,滚动实际总费=1062326.512993元
参数选择,2025-11-07当日参数,短窗集中,历史验证28天,滚动实际总费=1077363.247608元
参数选择,2025-11-08当日参数,短窗集中,历史验证28天,滚动实际总费=1081084.616481元
参数选择,2025-11-09当日参数,短窗集中,历史验证28天,滚动实际总费=1081537.461607元
参数选择,2025-11-10当日参数,短窗集中,历史验证28天,滚动实际总费=1092085.405661元
参数选择,2025-11-11当日参数,短窗集中,历史验证28天,滚动实际总费=1103876.630706元
参数选择,2025-11-12当日参数,短窗集中,历史验证28天,滚动实际总费=1107672.271303元
参数选择,2025-11-13当日参数,短窗集中,历史验证28天,滚动实际总费=1113964.922174元
参数选择,2025-11-14当日参数,短窗集中,历史验证28天,滚动实际总费=1119631.836453元
参数选择,2025-11-15当日参数,短窗集中,历史验证28天,滚动实际总费=1122284.361850元
参数选择,2025-11-16当日参数,短窗集中,历史验证28天,滚动实际总费=1125205.474668元
参数选择,2025-11-17当日参数,短窗集中,历史验证28天,滚动实际总费=1135575.752232元
参数选择,2025-11-18当日参数,短窗集中,历史验证28天,滚动实际总费=1137087.887613元
参数选择,2025-11-19当日参数,短窗集中,历史验证28天,滚动实际总费=1143498.833748元
参数选择,2025-11-20当日参数,短窗集中,历史验证28天,滚动实际总费=1148415.431499元
参数选择,2025-11-21当日参数,短窗集中,历史验证28天,滚动实际总费=1156301.209240元
参数选择,2025-11-22当日参数,短窗集中,历史验证28天,滚动实际总费=1155126.790021元
参数选择,2025-11-23当日参数,短窗集中,历史验证28天,滚动实际总费=1157762.764625元
参数选择,2025-11-24当日参数,短窗集中,历史验证28天,滚动实际总费=1168136.656815元
参数选择,2025-11-25当日参数,短窗集中,历史验证28天,滚动实际总费=1173454.740388元
参数选择,2025-11-26当日参数,短窗集中,历史验证28天,滚动实际总费=1179219.527474元
参数选择,2025-11-27当日参数,短窗集中,历史验证28天,滚动实际总费=1180126.455478元
参数选择,2025-11-28当日参数,短窗集中,历史验证28天,滚动实际总费=1186374.128212元
参数选择,2025-11-29当日参数,短窗集中,历史验证28天,滚动实际总费=1187260.335216元
参数选择,2025-11-30当日参数,短窗集中,历史验证28天,滚动实际总费=1192791.125585元
参数选择,2025-12-01当日参数,短窗集中,历史验证28天,滚动实际总费=1204509.900944元
参数选择,2025-12-02当日参数,短窗集中,历史验证28天,滚动实际总费=1230901.839426元
参数选择,2025-12-03当日参数,短窗集中,历史验证28天,滚动实际总费=1252375.837894元
参数选择,2025-12-04当日参数,短窗集中,历史验证28天,滚动实际总费=1266647.758207元
参数选择,2025-12-05当日参数,短窗集中,历史验证28天,滚动实际总费=1273981.824501元
参数选择,2025-12-06当日参数,短窗集中,历史验证28天,滚动实际总费=1288541.730750元
参数选择,2025-12-07当日参数,短窗集中,历史验证28天,滚动实际总费=1297739.084122元
参数选择,2025-12-08当日参数,短窗集中,历史验证28天,滚动实际总费=1308598.644318元
参数选择,2025-12-09当日参数,短窗集中,历史验证28天,滚动实际总费=1317208.716177元
参数选择,2025-12-10当日参数,短窗集中,历史验证28天,滚动实际总费=1328273.801420元
参数选择,2025-12-11当日参数,短窗集中,历史验证28天,滚动实际总费=1339333.141263元
参数选择,2025-12-12当日参数,短窗集中,历史验证28天,滚动实际总费=1349328.487201元
参数选择,2025-12-13当日参数,短窗集中,历史验证28天,滚动实际总费=1355525.979478元
参数选择,2025-12-14当日参数,短窗集中,历史验证28天,滚动实际总费=1361640.132008元
参数选择,2025-12-15当日参数,短窗集中,历史验证28天,滚动实际总费=1369932.148544元
参数选择,2025-12-16当日参数,短窗集中,历史验证28天,滚动实际总费=1383423.763434元
参数选择,2025-12-17当日参数,短窗集中,历史验证28天,滚动实际总费=1393248.073955元
参数选择,2025-12-18当日参数,短窗集中,历史验证28天,滚动实际总费=1400806.084677元
参数选择,2025-12-19当日参数,短窗集中,历史验证28天,滚动实际总费=1409556.299192元
参数选择,2025-12-20当日参数,短窗集中,历史验证28天,滚动实际总费=1415637.133881元
参数选择,2025-12-21当日参数,短窗集中,历史验证28天,滚动实际总费=1421918.370779元
参数选择,2025-12-22当日参数,短窗集中,历史验证28天,滚动实际总费=1428110.593574元
参数选择,2025-12-23当日参数,短窗集中,历史验证28天,滚动实际总费=1437926.311285元
参数选择,2025-12-24当日参数,短窗集中,历史验证28天,滚动实际总费=1446473.430056元
参数选择,2025-12-25当日参数,短窗集中,历史验证28天,滚动实际总费=1455074.044386元
参数选择,2025-12-26当日参数,短窗集中,历史验证28天,滚动实际总费=1462510.255348元
参数选择,2025-12-27当日参数,短窗集中,历史验证28天,滚动实际总费=1467101.165889元
参数选择,2025-12-28当日参数,短窗集中,历史验证28天,滚动实际总费=1468983.044784元
参数选择,2025-12-29当日参数,短窗集中,历史验证28天,滚动实际总费=1469904.266142元
参数选择,2025-12-30当日参数,短窗集中,历史验证28天,滚动实际总费=1456410.348322元
参数选择,2025-12-31当日参数,短窗集中,历史验证28天,滚动实际总费=1448362.607280元
费用调参,2025-01-01/短窗集中,94834.276612,元,完整日因果回放；次日起可用
费用调参,2025-01-01/均衡重采样,94834.276612,元,完整日因果回放；次日起可用
费用调参,2025-01-01/长窗宽核,94834.276612,元,完整日因果回放；次日起可用
费用调参,2025-01-02/短窗集中,66842.364733,元,完整日因果回放；次日起可用
费用调参,2025-01-02/均衡重采样,66842.364733,元,完整日因果回放；次日起可用
费用调参,2025-01-02/长窗宽核,66842.364733,元,完整日因果回放；次日起可用
费用调参,2025-01-03/短窗集中,48883.546619,元,完整日因果回放；次日起可用
费用调参,2025-01-03/均衡重采样,48883.546619,元,完整日因果回放；次日起可用
费用调参,2025-01-03/长窗宽核,48883.546619,元,完整日因果回放；次日起可用
费用调参,2025-01-04/短窗集中,28608.461218,元,完整日因果回放；次日起可用
费用调参,2025-01-04/均衡重采样,28608.461218,元,完整日因果回放；次日起可用
费用调参,2025-01-04/长窗宽核,28608.461218,元,完整日因果回放；次日起可用
费用调参,2025-01-05/短窗集中,63321.254243,元,完整日因果回放；次日起可用
费用调参,2025-01-05/均衡重采样,63311.790528,元,完整日因果回放；次日起可用
费用调参,2025-01-05/长窗宽核,63311.790528,元,完整日因果回放；次日起可用
费用调参,2025-01-06/短窗集中,64543.659724,元,完整日因果回放；次日起可用
费用调参,2025-01-06/均衡重采样,64644.128013,元,完整日因果回放；次日起可用
费用调参,2025-01-06/长窗宽核,64644.128013,元,完整日因果回放；次日起可用
费用调参,2025-01-07/短窗集中,64663.281032,元,完整日因果回放；次日起可用
费用调参,2025-01-07/均衡重采样,64716.825835,元,完整日因果回放；次日起可用
费用调参,2025-01-07/长窗宽核,64716.825835,元,完整日因果回放；次日起可用
费用调参,2025-01-08/短窗集中,63445.224242,元,完整日因果回放；次日起可用
费用调参,2025-01-08/均衡重采样,63598.872258,元,完整日因果回放；次日起可用
费用调参,2025-01-08/长窗宽核,63598.872258,元,完整日因果回放；次日起可用
费用调参,2025-01-09/短窗集中,64001.914020,元,完整日因果回放；次日起可用
费用调参,2025-01-09/均衡重采样,63354.851406,元,完整日因果回放；次日起可用
费用调参,2025-01-09/长窗宽核,63483.918067,元,完整日因果回放；次日起可用
费用调参,2025-01-10/短窗集中,27781.259608,元,完整日因果回放；次日起可用
费用调参,2025-01-10/均衡重采样,27800.159174,元,完整日因果回放；次日起可用
费用调参,2025-01-10/长窗宽核,27800.159174,元,完整日因果回放；次日起可用
费用调参,2025-01-11/短窗集中,27037.889671,元,完整日因果回放；次日起可用
费用调参,2025-01-11/均衡重采样,26923.436424,元,完整日因果回放；次日起可用
费用调参,2025-01-11/长窗宽核,26923.436424,元,完整日因果回放；次日起可用
费用调参,2025-01-12/短窗集中,63049.971501,元,完整日因果回放；次日起可用
费用调参,2025-01-12/均衡重采样,62674.132051,元,完整日因果回放；次日起可用
费用调参,2025-01-12/长窗宽核,63283.879219,元,完整日因果回放；次日起可用
费用调参,2025-01-13/短窗集中,62212.549043,元,完整日因果回放；次日起可用
费用调参,2025-01-13/均衡重采样,62977.927089,元,完整日因果回放；次日起可用
费用调参,2025-01-13/长窗宽核,63080.406685,元,完整日因果回放；次日起可用
费用调参,2025-01-14/短窗集中,62830.180799,元,完整日因果回放；次日起可用
费用调参,2025-01-14/均衡重采样,63085.620206,元,完整日因果回放；次日起可用
费用调参,2025-01-14/长窗宽核,63237.910947,元,完整日因果回放；次日起可用
费用调参,2025-01-15/短窗集中,63175.078687,元,完整日因果回放；次日起可用
费用调参,2025-01-15/均衡重采样,63850.012168,元,完整日因果回放；次日起可用
费用调参,2025-01-15/长窗宽核,62901.976093,元,完整日因果回放；次日起可用
费用调参,2025-01-16/短窗集中,65454.980442,元,完整日因果回放；次日起可用
费用调参,2025-01-16/均衡重采样,63830.688983,元,完整日因果回放；次日起可用
费用调参,2025-01-16/长窗宽核,64145.114974,元,完整日因果回放；次日起可用
费用调参,2025-01-17/短窗集中,26285.453626,元,完整日因果回放；次日起可用
费用调参,2025-01-17/均衡重采样,26672.131270,元,完整日因果回放；次日起可用
费用调参,2025-01-17/长窗宽核,26672.131270,元,完整日因果回放；次日起可用
费用调参,2025-01-18/短窗集中,26534.109683,元,完整日因果回放；次日起可用
费用调参,2025-01-18/均衡重采样,26664.256880,元,完整日因果回放；次日起可用
费用调参,2025-01-18/长窗宽核,26664.256880,元,完整日因果回放；次日起可用
费用调参,2025-01-19/短窗集中,62152.106418,元,完整日因果回放；次日起可用
费用调参,2025-01-19/均衡重采样,63185.152652,元,完整日因果回放；次日起可用
费用调参,2025-01-19/长窗宽核,63063.318893,元,完整日因果回放；次日起可用
费用调参,2025-01-20/短窗集中,61461.842144,元,完整日因果回放；次日起可用
费用调参,2025-01-20/均衡重采样,63552.171533,元,完整日因果回放；次日起可用
费用调参,2025-01-20/长窗宽核,62644.909720,元,完整日因果回放；次日起可用
费用调参,2025-01-21/短窗集中,61577.099941,元,完整日因果回放；次日起可用
费用调参,2025-01-21/均衡重采样,62765.812838,元,完整日因果回放；次日起可用
费用调参,2025-01-21/长窗宽核,62104.459587,元,完整日因果回放；次日起可用
费用调参,2025-01-22/短窗集中,62867.901966,元,完整日因果回放；次日起可用
费用调参,2025-01-22/均衡重采样,62778.749154,元,完整日因果回放；次日起可用
费用调参,2025-01-22/长窗宽核,63454.817098,元,完整日因果回放；次日起可用
费用调参,2025-01-23/短窗集中,62098.497748,元,完整日因果回放；次日起可用
费用调参,2025-01-23/均衡重采样,62934.683018,元,完整日因果回放；次日起可用
费用调参,2025-01-23/长窗宽核,62860.160056,元,完整日因果回放；次日起可用
费用调参,2025-01-24/短窗集中,26001.728332,元,完整日因果回放；次日起可用
费用调参,2025-01-24/均衡重采样,26713.626931,元,完整日因果回放；次日起可用
费用调参,2025-01-24/长窗宽核,26966.042078,元,完整日因果回放；次日起可用
费用调参,2025-01-25/短窗集中,24685.399800,元,完整日因果回放；次日起可用
费用调参,2025-01-25/均衡重采样,26442.809282,元,完整日因果回放；次日起可用
费用调参,2025-01-25/长窗宽核,26822.138689,元,完整日因果回放；次日起可用
费用调参,2025-01-26/短窗集中,61156.429870,元,完整日因果回放；次日起可用
费用调参,2025-01-26/均衡重采样,62309.411690,元,完整日因果回放；次日起可用
费用调参,2025-01-26/长窗宽核,63459.634357,元,完整日因果回放；次日起可用
费用调参,2025-01-27/短窗集中,60716.824946,元,完整日因果回放；次日起可用
费用调参,2025-01-27/均衡重采样,62952.175515,元,完整日因果回放；次日起可用
费用调参,2025-01-27/长窗宽核,63163.046264,元,完整日因果回放；次日起可用
费用调参,2025-01-28/短窗集中,60592.270689,元,完整日因果回放；次日起可用
费用调参,2025-01-28/均衡重采样,62315.302833,元,完整日因果回放；次日起可用
费用调参,2025-01-28/长窗宽核,63204.479339,元,完整日因果回放；次日起可用
费用调参,2025-01-29/短窗集中,59299.507316,元,完整日因果回放；次日起可用
费用调参,2025-01-29/均衡重采样,61936.287814,元,完整日因果回放；次日起可用
费用调参,2025-01-29/长窗宽核,62556.672325,元,完整日因果回放；次日起可用
费用调参,2025-01-30/短窗集中,60884.444078,元,完整日因果回放；次日起可用
费用调参,2025-01-30/均衡重采样,61676.784900,元,完整日因果回放；次日起可用
费用调参,2025-01-30/长窗宽核,61722.721387,元,完整日因果回放；次日起可用
费用调参,2025-01-31/短窗集中,24999.271880,元,完整日因果回放；次日起可用
费用调参,2025-01-31/均衡重采样,26522.494487,元,完整日因果回放；次日起可用
费用调参,2025-01-31/长窗宽核,26715.244313,元,完整日因果回放；次日起可用
费用调参,2025-02-01/短窗集中,22931.388300,元,完整日因果回放；次日起可用
费用调参,2025-02-01/均衡重采样,25862.715588,元,完整日因果回放；次日起可用
费用调参,2025-02-01/长窗宽核,26663.351391,元,完整日因果回放；次日起可用
费用调参,2025-02-02/短窗集中,58284.027151,元,完整日因果回放；次日起可用
费用调参,2025-02-02/均衡重采样,64240.064663,元,完整日因果回放；次日起可用
费用调参,2025-02-02/长窗宽核,62884.834771,元,完整日因果回放；次日起可用
费用调参,2025-02-03/短窗集中,55993.083440,元,完整日因果回放；次日起可用
费用调参,2025-02-03/均衡重采样,63712.465886,元,完整日因果回放；次日起可用
费用调参,2025-02-03/长窗宽核,62217.064632,元,完整日因果回放；次日起可用
费用调参,2025-02-04/短窗集中,58262.280865,元,完整日因果回放；次日起可用
费用调参,2025-02-04/均衡重采样,64552.762790,元,完整日因果回放；次日起可用
费用调参,2025-02-04/长窗宽核,62929.149495,元,完整日因果回放；次日起可用
费用调参,2025-02-05/短窗集中,56742.180413,元,完整日因果回放；次日起可用
费用调参,2025-02-05/均衡重采样,64583.935893,元,完整日因果回放；次日起可用
费用调参,2025-02-05/长窗宽核,63716.615219,元,完整日因果回放；次日起可用
费用调参,2025-02-06/短窗集中,55155.927145,元,完整日因果回放；次日起可用
费用调参,2025-02-06/均衡重采样,62388.469881,元,完整日因果回放；次日起可用
费用调参,2025-02-06/长窗宽核,63686.945308,元,完整日因果回放；次日起可用
费用调参,2025-02-07/短窗集中,22395.481682,元,完整日因果回放；次日起可用
费用调参,2025-02-07/均衡重采样,25610.166511,元,完整日因果回放；次日起可用
费用调参,2025-02-07/长窗宽核,26289.594034,元,完整日因果回放；次日起可用
费用调参,2025-02-08/短窗集中,21966.557224,元,完整日因果回放；次日起可用
费用调参,2025-02-08/均衡重采样,26951.190875,元,完整日因果回放；次日起可用
费用调参,2025-02-08/长窗宽核,25999.508134,元,完整日因果回放；次日起可用
费用调参,2025-02-09/短窗集中,55186.915269,元,完整日因果回放；次日起可用
费用调参,2025-02-09/均衡重采样,62220.947112,元,完整日因果回放；次日起可用
费用调参,2025-02-09/长窗宽核,63064.537107,元,完整日因果回放；次日起可用
费用调参,2025-02-10/短窗集中,54198.569393,元,完整日因果回放；次日起可用
费用调参,2025-02-10/均衡重采样,61719.599445,元,完整日因果回放；次日起可用
费用调参,2025-02-10/长窗宽核,61624.405498,元,完整日因果回放；次日起可用
费用调参,2025-02-11/短窗集中,54587.567323,元,完整日因果回放；次日起可用
费用调参,2025-02-11/均衡重采样,64015.834903,元,完整日因果回放；次日起可用
费用调参,2025-02-11/长窗宽核,61783.699513,元,完整日因果回放；次日起可用
费用调参,2025-02-12/短窗集中,52929.325541,元,完整日因果回放；次日起可用
费用调参,2025-02-12/均衡重采样,64853.515782,元,完整日因果回放；次日起可用
费用调参,2025-02-12/长窗宽核,60603.730936,元,完整日因果回放；次日起可用
费用调参,2025-02-13/短窗集中,50729.436393,元,完整日因果回放；次日起可用
费用调参,2025-02-13/均衡重采样,62879.130074,元,完整日因果回放；次日起可用
费用调参,2025-02-13/长窗宽核,62612.710997,元,完整日因果回放；次日起可用
费用调参,2025-02-14/短窗集中,20359.522294,元,完整日因果回放；次日起可用
费用调参,2025-02-14/均衡重采样,26167.869979,元,完整日因果回放；次日起可用
费用调参,2025-02-14/长窗宽核,26018.280751,元,完整日因果回放；次日起可用
费用调参,2025-02-15/短窗集中,19619.874435,元,完整日因果回放；次日起可用
费用调参,2025-02-15/均衡重采样,25729.472676,元,完整日因果回放；次日起可用
费用调参,2025-02-15/长窗宽核,26330.658656,元,完整日因果回放；次日起可用
费用调参,2025-02-16/短窗集中,52799.581759,元,完整日因果回放；次日起可用
费用调参,2025-02-16/均衡重采样,60977.580846,元,完整日因果回放；次日起可用
费用调参,2025-02-16/长窗宽核,64348.561734,元,完整日因果回放；次日起可用
费用调参,2025-02-17/短窗集中,50969.110751,元,完整日因果回放；次日起可用
费用调参,2025-02-17/均衡重采样,61210.059321,元,完整日因果回放；次日起可用
费用调参,2025-02-17/长窗宽核,64147.555754,元,完整日因果回放；次日起可用
费用调参,2025-02-18/短窗集中,51300.423861,元,完整日因果回放；次日起可用
费用调参,2025-02-18/均衡重采样,62155.216522,元,完整日因果回放；次日起可用
费用调参,2025-02-18/长窗宽核,63893.532378,元,完整日因果回放；次日起可用
费用调参,2025-02-19/短窗集中,51969.733546,元,完整日因果回放；次日起可用
费用调参,2025-02-19/均衡重采样,59550.772018,元,完整日因果回放；次日起可用
费用调参,2025-02-19/长窗宽核,62866.873525,元,完整日因果回放；次日起可用
费用调参,2025-02-20/短窗集中,49428.294144,元,完整日因果回放；次日起可用
费用调参,2025-02-20/均衡重采样,61454.537521,元,完整日因果回放；次日起可用
费用调参,2025-02-20/长窗宽核,61841.520760,元,完整日因果回放；次日起可用
费用调参,2025-02-21/短窗集中,18966.545958,元,完整日因果回放；次日起可用
费用调参,2025-02-21/均衡重采样,25597.838076,元,完整日因果回放；次日起可用
费用调参,2025-02-21/长窗宽核,24890.167830,元,完整日因果回放；次日起可用
费用调参,2025-02-22/短窗集中,18637.674158,元,完整日因果回放；次日起可用
费用调参,2025-02-22/均衡重采样,23695.390424,元,完整日因果回放；次日起可用
费用调参,2025-02-22/长窗宽核,25551.881621,元,完整日因果回放；次日起可用
费用调参,2025-02-23/短窗集中,48742.348380,元,完整日因果回放；次日起可用
费用调参,2025-02-23/均衡重采样,59676.636266,元,完整日因果回放；次日起可用
费用调参,2025-02-23/长窗宽核,62045.791844,元,完整日因果回放；次日起可用
费用调参,2025-02-24/短窗集中,48275.860139,元,完整日因果回放；次日起可用
费用调参,2025-02-24/均衡重采样,59884.546284,元,完整日因果回放；次日起可用
费用调参,2025-02-24/长窗宽核,61421.455270,元,完整日因果回放；次日起可用
费用调参,2025-02-25/短窗集中,47712.648349,元,完整日因果回放；次日起可用
费用调参,2025-02-25/均衡重采样,59680.702069,元,完整日因果回放；次日起可用
费用调参,2025-02-25/长窗宽核,60499.726838,元,完整日因果回放；次日起可用
费用调参,2025-02-26/短窗集中,48684.354853,元,完整日因果回放；次日起可用
费用调参,2025-02-26/均衡重采样,59572.018729,元,完整日因果回放；次日起可用
费用调参,2025-02-26/长窗宽核,60676.510648,元,完整日因果回放；次日起可用
费用调参,2025-02-27/短窗集中,50756.225964,元,完整日因果回放；次日起可用
费用调参,2025-02-27/均衡重采样,60011.873248,元,完整日因果回放；次日起可用
费用调参,2025-02-27/长窗宽核,60287.989926,元,完整日因果回放；次日起可用
费用调参,2025-02-28/短窗集中,18359.938706,元,完整日因果回放；次日起可用
费用调参,2025-02-28/均衡重采样,23569.622371,元,完整日因果回放；次日起可用
费用调参,2025-02-28/长窗宽核,25367.631516,元,完整日因果回放；次日起可用
费用调参,2025-03-01/短窗集中,17966.874806,元,完整日因果回放；次日起可用
费用调参,2025-03-01/均衡重采样,23079.570139,元,完整日因果回放；次日起可用
费用调参,2025-03-01/长窗宽核,24364.804807,元,完整日因果回放；次日起可用
费用调参,2025-03-02/短窗集中,53163.787029,元,完整日因果回放；次日起可用
费用调参,2025-03-02/均衡重采样,59679.318739,元,完整日因果回放；次日起可用
费用调参,2025-03-02/长窗宽核,58518.653504,元,完整日因果回放；次日起可用
费用调参,2025-03-03/短窗集中,51269.713108,元,完整日因果回放；次日起可用
费用调参,2025-03-03/均衡重采样,58420.363887,元,完整日因果回放；次日起可用
费用调参,2025-03-03/长窗宽核,58816.059880,元,完整日因果回放；次日起可用
费用调参,2025-03-04/短窗集中,49268.815985,元,完整日因果回放；次日起可用
费用调参,2025-03-04/均衡重采样,57151.447847,元,完整日因果回放；次日起可用
费用调参,2025-03-04/长窗宽核,61234.846517,元,完整日因果回放；次日起可用
费用调参,2025-03-05/短窗集中,49017.320177,元,完整日因果回放；次日起可用
费用调参,2025-03-05/均衡重采样,55839.261338,元,完整日因果回放；次日起可用
费用调参,2025-03-05/长窗宽核,60910.348876,元,完整日因果回放；次日起可用
费用调参,2025-03-06/短窗集中,48365.388500,元,完整日因果回放；次日起可用
费用调参,2025-03-06/均衡重采样,57532.402310,元,完整日因果回放；次日起可用
费用调参,2025-03-06/长窗宽核,60648.867073,元,完整日因果回放；次日起可用
费用调参,2025-03-07/短窗集中,17781.352028,元,完整日因果回放；次日起可用
费用调参,2025-03-07/均衡重采样,23115.523732,元,完整日因果回放；次日起可用
费用调参,2025-03-07/长窗宽核,23494.091687,元,完整日因果回放；次日起可用
费用调参,2025-03-08/短窗集中,17146.790068,元,完整日因果回放；次日起可用
费用调参,2025-03-08/均衡重采样,21326.875313,元,完整日因果回放；次日起可用
费用调参,2025-03-08/长窗宽核,23292.750197,元,完整日因果回放；次日起可用
费用调参,2025-03-09/短窗集中,46383.785680,元,完整日因果回放；次日起可用
费用调参,2025-03-09/均衡重采样,57162.638472,元,完整日因果回放；次日起可用
费用调参,2025-03-09/长窗宽核,59760.201942,元,完整日因果回放；次日起可用
费用调参,2025-03-10/短窗集中,46512.556771,元,完整日因果回放；次日起可用
费用调参,2025-03-10/均衡重采样,58642.089227,元,完整日因果回放；次日起可用
费用调参,2025-03-10/长窗宽核,59550.806763,元,完整日因果回放；次日起可用
费用调参,2025-03-11/短窗集中,45131.352193,元,完整日因果回放；次日起可用
费用调参,2025-03-11/均衡重采样,54726.396002,元,完整日因果回放；次日起可用
费用调参,2025-03-11/长窗宽核,56304.090292,元,完整日因果回放；次日起可用
费用调参,2025-03-12/短窗集中,45202.432386,元,完整日因果回放；次日起可用
费用调参,2025-03-12/均衡重采样,55402.099647,元,完整日因果回放；次日起可用
费用调参,2025-03-12/长窗宽核,57296.816625,元,完整日因果回放；次日起可用
费用调参,2025-03-13/短窗集中,46664.814880,元,完整日因果回放；次日起可用
费用调参,2025-03-13/均衡重采样,56736.426767,元,完整日因果回放；次日起可用
费用调参,2025-03-13/长窗宽核,58513.374519,元,完整日因果回放；次日起可用
费用调参,2025-03-14/短窗集中,16899.170348,元,完整日因果回放；次日起可用
费用调参,2025-03-14/均衡重采样,21021.785283,元,完整日因果回放；次日起可用
费用调参,2025-03-14/长窗宽核,22951.639942,元,完整日因果回放；次日起可用
费用调参,2025-03-15/短窗集中,17777.669428,元,完整日因果回放；次日起可用
费用调参,2025-03-15/均衡重采样,21311.599301,元,完整日因果回放；次日起可用
费用调参,2025-03-15/长窗宽核,22287.407945,元,完整日因果回放；次日起可用
费用调参,2025-03-16/短窗集中,44447.571851,元,完整日因果回放；次日起可用
费用调参,2025-03-16/均衡重采样,56687.338209,元,完整日因果回放；次日起可用
费用调参,2025-03-16/长窗宽核,58467.184561,元,完整日因果回放；次日起可用
费用调参,2025-03-17/短窗集中,43283.349997,元,完整日因果回放；次日起可用
费用调参,2025-03-17/均衡重采样,53274.819371,元,完整日因果回放；次日起可用
费用调参,2025-03-17/长窗宽核,54955.926144,元,完整日因果回放；次日起可用
费用调参,2025-03-18/短窗集中,46029.602286,元,完整日因果回放；次日起可用
费用调参,2025-03-18/均衡重采样,54713.461344,元,完整日因果回放；次日起可用
费用调参,2025-03-18/长窗宽核,55087.228108,元,完整日因果回放；次日起可用
费用调参,2025-03-19/短窗集中,41892.424383,元,完整日因果回放；次日起可用
费用调参,2025-03-19/均衡重采样,51756.977996,元,完整日因果回放；次日起可用
费用调参,2025-03-19/长窗宽核,56316.934356,元,完整日因果回放；次日起可用
费用调参,2025-03-20/短窗集中,43685.510900,元,完整日因果回放；次日起可用
费用调参,2025-03-20/均衡重采样,52165.978467,元,完整日因果回放；次日起可用
费用调参,2025-03-20/长窗宽核,53434.785564,元,完整日因果回放；次日起可用
费用调参,2025-03-21/短窗集中,15913.347167,元,完整日因果回放；次日起可用
费用调参,2025-03-21/均衡重采样,20710.779863,元,完整日因果回放；次日起可用
费用调参,2025-03-21/长窗宽核,22352.332749,元,完整日因果回放；次日起可用
费用调参,2025-03-22/短窗集中,15604.711065,元,完整日因果回放；次日起可用
费用调参,2025-03-22/均衡重采样,19018.053560,元,完整日因果回放；次日起可用
费用调参,2025-03-22/长窗宽核,21617.338866,元,完整日因果回放；次日起可用
费用调参,2025-03-23/短窗集中,40874.736854,元,完整日因果回放；次日起可用
费用调参,2025-03-23/均衡重采样,52600.613534,元,完整日因果回放；次日起可用
费用调参,2025-03-23/长窗宽核,52666.448817,元,完整日因果回放；次日起可用
费用调参,2025-03-24/短窗集中,41507.159623,元,完整日因果回放；次日起可用
费用调参,2025-03-24/均衡重采样,52190.335446,元,完整日因果回放；次日起可用
费用调参,2025-03-24/长窗宽核,54846.895748,元,完整日因果回放；次日起可用
费用调参,2025-03-25/短窗集中,42593.854420,元,完整日因果回放；次日起可用
费用调参,2025-03-25/均衡重采样,52620.432247,元,完整日因果回放；次日起可用
费用调参,2025-03-25/长窗宽核,55860.855645,元,完整日因果回放；次日起可用
费用调参,2025-03-26/短窗集中,39692.962235,元,完整日因果回放；次日起可用
费用调参,2025-03-26/均衡重采样,52590.330296,元,完整日因果回放；次日起可用
费用调参,2025-03-26/长窗宽核,53385.028356,元,完整日因果回放；次日起可用
费用调参,2025-03-27/短窗集中,40332.521143,元,完整日因果回放；次日起可用
费用调参,2025-03-27/均衡重采样,50560.186507,元,完整日因果回放；次日起可用
费用调参,2025-03-27/长窗宽核,53327.333890,元,完整日因果回放；次日起可用
费用调参,2025-03-28/短窗集中,15467.338039,元,完整日因果回放；次日起可用
费用调参,2025-03-28/均衡重采样,18689.479014,元,完整日因果回放；次日起可用
费用调参,2025-03-28/长窗宽核,21035.673003,元,完整日因果回放；次日起可用
费用调参,2025-03-29/短窗集中,15457.735183,元,完整日因果回放；次日起可用
